Province,Municipality,Sector
Seoul,Yeongdeungpo-gu,"Coal, crude petroleum and natural gas"
Seoul,Yongsan-gu,"Coal, crude petroleum and natural gas"
Seoul,Eunpyeong-gu,"Coal, crude petroleum and natural gas"
Seoul,Jongno-gu,"Coal, crude petroleum and natural gas"
Seoul,Jung-gu,"Coal, crude petroleum and natural gas"
Seoul,Jungnang-gu,"Coal, crude petroleum and natural gas"
Sejong,Sejong-si,"Coal, crude petroleum and natural gas"
Ulsan,Nam-gu,"Coal, crude petroleum and natural gas"
Ulsan,Dong-gu,"Coal, crude petroleum and natural gas"
Ulsan,Buk-gu,"Coal, crude petroleum and natural gas"
Ulsan,Jung-gu,"Coal, crude petroleum and natural gas"
Incheon,Ganghwa-gun,"Coal, crude petroleum and natural gas"
Incheon,Gyeyang-gu,"Coal, crude petroleum and natural gas"
Incheon,Namdong-gu,"Coal, crude petroleum and natural gas"
Incheon,Dong-gu,"Coal, crude petroleum and natural gas"
Incheon,Michuhol-gu,"Coal, crude petroleum and natural gas"
Incheon,Bupyeong-gu,"Coal, crude petroleum and natural gas"
Incheon,Seo-gu,"Coal, crude petroleum and natural gas"
Incheon,Yeonsu-gu,"Coal, crude petroleum and natural gas"
Incheon,Ongjin-gun,"Coal, crude petroleum and natural gas"
Incheon,Jung-gu,"Coal, crude petroleum and natural gas"
Jeonnam,Gangjin-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Goheung-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Gokseong-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Gwangyang-si,"Coal, crude petroleum and natural gas"
Jeonnam,Gurye-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Naju-si,"Coal, crude petroleum and natural gas"
Jeonnam,Damyang-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Mokpo-si,"Coal, crude petroleum and natural gas"
Jeonnam,Muan-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Boseong-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Suncheon-si,"Coal, crude petroleum and natural gas"
Jeonnam,Sinan-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Yeosu-si,"Coal, crude petroleum and natural gas"
Jeonnam,Yeonggwang-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Yeongam-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Wando-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Jangseong-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Jangheung-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Jindo-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Hampyeong-gun,"Coal, crude petroleum and natural gas"
Jeonnam,Haenam-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Gochang-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Gunsan-si,"Coal, crude petroleum and natural gas"
Jeonbuk,Gimje-si,"Coal, crude petroleum and natural gas"
Jeonbuk,Namwon-si,"Coal, crude petroleum and natural gas"
Jeonbuk,Muju-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Buan-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Sunchang-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Wanju-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Iksan-si,"Coal, crude petroleum and natural gas"
Jeonbuk,Imsil-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Jangsu-gun,"Coal, crude petroleum and natural gas"
Jeonbuk,Jeonju-si,"Coal, crude petroleum and natural gas"
Jeonbuk,Jeongeup-si,"Coal, crude petroleum and natural gas"
Jeonbuk,Jinan-gun,"Coal, crude petroleum and natural gas"
Jeju,Seogwipo-si,"Coal, crude petroleum and natural gas"
Jeju,Jeju-si,"Coal, crude petroleum and natural gas"
Chungnam,Gyeryong-si,"Coal, crude petroleum and natural gas"
Chungnam,Gongju-si,"Coal, crude petroleum and natural gas"
Chungnam,Geumsan-gun,"Coal, crude petroleum and natural gas"
Chungnam,Nonsan-si,"Coal, crude petroleum and natural gas"
Chungnam,Dangjin-si,"Coal, crude petroleum and natural gas"
Chungnam,Boryeong-si,"Coal, crude petroleum and natural gas"
Chungnam,Buyeo-gun,"Coal, crude petroleum and natural gas"
Chungnam,Seosan-si,"Coal, crude petroleum and natural gas"
Chungnam,Seocheon-gun,"Coal, crude petroleum and natural gas"
Chungnam,Asan-si,"Coal, crude petroleum and natural gas"
Chungnam,Yesan-gun,"Coal, crude petroleum and natural gas"
Chungnam,Cheonan-si,"Coal, crude petroleum and natural gas"
Chungnam,Cheongyang-gun,"Coal, crude petroleum and natural gas"
Chungnam,Taean-gun,"Coal, crude petroleum and natural gas"
Chungnam,Hongseong-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Goesan-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Boeun-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Yeongdong-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Okcheon-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Eumseong-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Jecheon-si,"Coal, crude petroleum and natural gas"
Chungbuk,Jeungpyeong-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Jincheon-gun,"Coal, crude petroleum and natural gas"
Chungbuk,Cheongju-si,"Coal, crude petroleum and natural gas"
Chungbuk,Chungju-si,"Coal, crude petroleum and natural gas"
Gangwon,Yanggu-gun,Ships
Gangwon,Yeongwol-gun,Ships
Gangwon,Wonju-si,Ships
Gangwon,Inje-gun,Ships
Gangwon,Jeongseon-gun,Ships
Gangwon,Cheorwon-gun,Ships
Gangwon,Taebaek-si,Ships
Gangwon,Pyeongchang-gun,Ships
Gangwon,Hongcheon-gun,Ships
Gangwon,Hoengseong-gun,Ships
Gyeonggi,Gwacheon-si,Ships
Gyeonggi,Gwangmyeong-si,Ships
Gyeonggi,Guri-si,Ships
Gyeonggi,Gunpo-si,Ships
Gyeonggi,Dongducheon-si,Ships
Gyeonggi,Yeoju-si,Ships
Gyeonggi,Yeoncheon-gun,Ships
Gyeonggi,Osan-si,Ships
Gyeonggi,Uiwang-si,Ships
Gyeonggi,Uijeongbu-si,Ships
Gyeonggi,Pyeongtaek-si,Ships
Gyeonggi,Hanam-si,Ships
Gyeongnam,Geochang-gun,Ships
Gyeongnam,Sancheong-gun,Ships
Gyeongnam,Hapcheon-gun,Ships
Gyeongbuk,Gunwi-gun,Ships
Gyeongbuk,Gimcheon-si,Ships
Gyeongbuk,Mungyeong-si,Ships
Gyeongbuk,Bonghwa-gun,Ships
Gyeongbuk,Sangju-si,Ships
Gyeongbuk,Yeongyang-gun,Ships
Gyeongbuk,Yeongju-si,Ships
Gyeongbuk,Yecheon-gun,Ships
Gyeongbuk,Ulleung-gun,Ships
Gyeongbuk,Uiseong-gun,Ships
Gyeongbuk,Cheongdo-gun,Ships
Gyeongbuk,Cheongsong-gun,Ships
Gwangju,Nam-gu,Ships
Gwangju,Seo-gu,Ships
Daegu,Nam-gu,Ships
Daegu,Buk-gu,Ships
Daegu,Seo-gu,Ships
Daegu,Suseong-gu,Ships
Daegu,Jung-gu,Ships
Daejeon,Daedeok-gu,Ships
Daejeon,Dong-gu,Ships
Daejeon,Seo-gu,Ships
Seoul,Gangdong-gu,Ships
Seoul,Gangbuk-gu,Ships
Seoul,Gwanak-gu,Ships
Seoul,Gwangjin-gu,Ships
Seoul,Nowon-gu,Ships
Seoul,Dongdaemun-gu,Ships
Seoul,Dongjak-gu,Ships
Seoul,Mapo-gu,Ships
Seoul,Seodaemun-gu,Ships
Seoul,Seongdong-gu,Ships
Seoul,Seongbuk-gu,Ships
Seoul,Songpa-gu,Ships
Seoul,Yangcheon-gu,Ships
Seoul,Yongsan-gu,Ships
Seoul,Eunpyeong-gu,Ships
Seoul,Jongno-gu,Ships
Seoul,Jung-gu,Ships
Seoul,Jungnang-gu,Ships
Sejong,Sejong-si,Ships
Incheon,Gyeyang-gu,Ships
Incheon,Bupyeong-gu,Ships
Incheon,Ongjin-gun,Ships
Jeonnam,Gokseong-gun,Ships
Jeonnam,Gurye-gun,Ships
Jeonnam,Hwasun-gun,Ships
Jeonbuk,Gochang-gun,Ships
Jeonbuk,Gimje-si,Ships
Jeonbuk,Namwon-si,Ships
Jeonbuk,Muju-gun,Ships
Jeonbuk,Sunchang-gun,Ships
Jeonbuk,Wanju-gun,Ships
Jeonbuk,Imsil-gun,Ships
Jeonbuk,Jangsu-gun,Ships
Jeonbuk,Jeongeup-si,Ships
Jeonbuk,Jinan-gun,Ships
Chungnam,Gyeryong-si,Ships
Chungnam,Gongju-si,Ships
Chungnam,Buyeo-gun,Ships
Chungnam,Yesan-gun,Ships
Chungnam,Cheongyang-gun,Ships
Chungnam,Hongseong-gun,Ships
Chungbuk,Goesan-gun,Ships
Chungbuk,Danyang-gun,Ships
Chungbuk,Yeongdong-gun,Ships
Chungbuk,Eumseong-gun,Ships
Chungbuk,Jeungpyeong-gun,Ships
Chungbuk,Jincheon-gun,Ships
Gyeongbuk,Ulleung-gun,Textiles and apparels
Gyeongnam,Hadong-gun,Computer software development and other IT services
Gyeongbuk,Bonghwa-gun,Computer software development and other IT services
Gyeongbuk,Yeongyang-gun,Computer software development and other IT services
Jeonnam,Sinan-gun,Computer software development and other IT services
Jeonbuk,Muju-gun,Computer software development and other IT services
Gyeonggi,Osan-si,Water supply
Gyeongnam,Sancheong-gun,Water supply
Busan,Dong-gu,Water supply
Busan,Yeonje-gu,Water supply
Seoul,Gangseo-gu,Water supply
Seoul,Gwanak-gu,Water supply
Seoul,Geumcheon-gu,Water supply
Seoul,Nowon-gu,Water supply
Seoul,Dobong-gu,Water supply
Seoul,Dongdaemun-gu,Water supply
Seoul,Seongbuk-gu,Water supply
Seoul,Yongsan-gu,Water supply
Seoul,Eunpyeong-gu,Water supply
Seoul,Jongno-gu,Water supply
Seoul,Jungnang-gu,Water supply
Incheon,Dong-gu,Water supply
Jeonnam,Gangjin-gun,Water supply
Jeonnam,Goheung-gun,Water supply
Jeonbuk,Gimje-si,Water supply
Chungnam,Gyeryong-si,Water supply
Gyeonggi,Guri-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gyeonggi,Gunpo-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gyeonggi,Dongducheon-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gyeonggi,Bucheon-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gyeonggi,Osan-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gyeonggi,Hanam-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gwangju,Nam-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Daegu,Dalseo-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Daegu,Seo-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Daegu,Suseong-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Daegu,Jung-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Daejeon,Daedeok-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Daejeon,Dong-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Busan,Buk-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Busan,Sasang-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Gangbuk-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Gwanak-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Gwangjin-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Geumcheon-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Dobong-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Dongdaemun-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Seodaemun-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Yeongdeungpo-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Yongsan-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Jung-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Seoul,Jungnang-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Incheon,Gyeyang-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Incheon,Dong-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Incheon,Bupyeong-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Incheon,Yeonsu-gu,"Agriculture, forestry, fishery goods, and fishing related services"
Chungnam,Gyeryong-si,"Agriculture, forestry, fishery goods, and fishing related services"
Gangwon,Yanggu-gun,Water transport services
Gangwon,Yeongwol-gun,Water transport services
Gangwon,Wonju-si,Water transport services
Gangwon,Inje-gun,Water transport services
Gangwon,Taebaek-si,Water transport services
Gangwon,Pyeongchang-gun,Water transport services
Gangwon,Hongcheon-gun,Water transport services
Gangwon,Hwacheon-gun,Water transport services
Gangwon,Hoengseong-gun,Water transport services
Gyeonggi,Gwacheon-si,Water transport services
Gyeonggi,Gwangmyeong-si,Water transport services
Gyeonggi,Gwangju-si,Water transport services
Gyeonggi,Guri-si,Water transport services
Gyeonggi,Dongducheon-si,Water transport services
Gyeonggi,Anseong-si,Water transport services
Gyeonggi,Yangpyeong-gun,Water transport services
Gyeonggi,Yeoncheon-gun,Water transport services
Gyeonggi,Osan-si,Water transport services
Gyeonggi,Uiwang-si,Water transport services
Gyeonggi,Uijeongbu-si,Water transport services
Gyeonggi,Icheon-si,Water transport services
Gyeonggi,Paju-si,Water transport services
Gyeongnam,Geochang-gun,Water transport services
Gyeongnam,Miryang-si,Water transport services
Gyeongnam,Sancheong-gun,Water transport services
Gyeongnam,Uiryeong-gun,Water transport services
Gyeongnam,Jinju-si,Water transport services
Gyeongnam,Changnyeong-gun,Water transport services
Gyeongnam,Hamyang-gun,Water transport services
Gyeongnam,Hapcheon-gun,Water transport services
Gyeongbuk,Gyeongsan-si,Water transport services
Gyeongbuk,Goryeong-gun,Water transport services
Gyeongbuk,Gunwi-gun,Water transport services
Gyeongbuk,Gimcheon-si,Water transport services
Gyeongbuk,Mungyeong-si,Water transport services
Gyeongbuk,Bonghwa-gun,Water transport services
Gyeongbuk,Sangju-si,Water transport services
Gyeongbuk,Andong-si,Water transport services
Gyeongbuk,Yeongdeok-gun,Water transport services
Gyeongbuk,Yeongyang-gun,Water transport services
Gyeongbuk,Yeongju-si,Water transport services
Gyeongbuk,Yeongcheon-si,Water transport services
Gyeongbuk,Yecheon-gun,Water transport services
Gyeongbuk,Cheongdo-gun,Water transport services
Gyeongbuk,Cheongsong-gun,Water transport services
Gyeongbuk,Chilgok-gun,Water transport services
Gwangju,Gwangsan-gu,Water transport services
Gwangju,Nam-gu,Water transport services
Gwangju,Dong-gu,Water transport services
Gwangju,Buk-gu,Water transport services
Daegu,Nam-gu,Water transport services
Daegu,Dalseo-gu,Water transport services
Daegu,Dalseong-gun,Water transport services
Daegu,Seo-gu,Water transport services
Daegu,Suseong-gu,Water transport services
Daegu,Jung-gu,Water transport services
Daejeon,Daedeok-gu,Water transport services
Daejeon,Dong-gu,Water transport services
Daejeon,Seo-gu,Water transport services
Daejeon,Yuseong-gu,Water transport services
Seoul,Gwanak-gu,Water transport services
Seoul,Gwangjin-gu,Water transport services
Seoul,Dobong-gu,Water transport services
Seoul,Eunpyeong-gu,Water transport services
Seoul,Jungnang-gu,Water transport services
Sejong,Sejong-si,Water transport services
Jeonnam,Gokseong-gun,Water transport services
Jeonnam,Gurye-gun,Water transport services
Jeonnam,Naju-si,Water transport services
Jeonnam,Jangseong-gun,Water transport services
Jeonnam,Hampyeong-gun,Water transport services
Jeonnam,Hwasun-gun,Water transport services
Jeonbuk,Gochang-gun,Water transport services
Jeonbuk,Namwon-si,Water transport services
Jeonbuk,Muju-gun,Water transport services
Jeonbuk,Sunchang-gun,Water transport services
Jeonbuk,Wanju-gun,Water transport services
Jeonbuk,Imsil-gun,Water transport services
Jeonbuk,Jangsu-gun,Water transport services
Jeonbuk,Jeongeup-si,Water transport services
Jeonbuk,Jinan-gun,Water transport services
Chungnam,Gyeryong-si,Water transport services
Chungnam,Gongju-si,Water transport services
Chungnam,Geumsan-gun,Water transport services
Chungnam,Nonsan-si,Water transport services
Chungnam,Asan-si,Water transport services
Chungnam,Yesan-gun,Water transport services
Chungnam,Cheongyang-gun,Water transport services
Chungbuk,Boeun-gun,Water transport services
Chungbuk,Yeongdong-gun,Water transport services
Chungbuk,Okcheon-gun,Water transport services
Chungbuk,Eumseong-gun,Water transport services
Chungbuk,Jeungpyeong-gun,Water transport services
Chungbuk,Jincheon-gun,Water transport services
Incheon,Ongjin-gun,Newspaper and publishing
Jeonnam,Sinan-gun,Newspaper and publishing
Gangwon,Hwacheon-gun,Research and development services
Gyeongbuk,Ulleung-gun,Research and development services
Gangwon,Yanggu-gun,Video and audio production and distribution
Gyeongnam,Uiryeong-gun,Video and audio production and distribution
Gyeongnam,Hadong-gun,Video and audio production and distribution
Gyeongbuk,Seongju-gun,Video and audio production and distribution
Gyeongbuk,Ulleung-gun,Video and audio production and distribution
Gyeongbuk,Cheongsong-gun,Video and audio production and distribution
Incheon,Ongjin-gun,Video and audio production and distribution
Jeonnam,Gangjin-gun,Video and audio production and distribution
Jeonnam,Yeonggwang-gun,Video and audio production and distribution
Jeonnam,Jangheung-gun,Video and audio production and distribution
Jeonnam,Jindo-gun,Video and audio production and distribution
Chungbuk,Boeun-gun,Video and audio production and distribution
Gangwon,Yanggu-gun,Glass products
Gangwon,Yangyang-gun,Glass products
Gangwon,Inje-gun,Glass products
Gangwon,Jeongseon-gun,Glass products
Gangwon,Pyeongchang-gun,Glass products
Gangwon,Hongcheon-gun,Glass products
Gangwon,Hwacheon-gun,Glass products
Gangwon,Hoengseong-gun,Glass products
Gyeongnam,Geochang-gun,Glass products
Gyeongnam,Namhae-gun,Glass products
Gyeongnam,Hapcheon-gun,Glass products
Gyeongbuk,Bonghwa-gun,Glass products
Gyeongbuk,Sangju-si,Glass products
Gyeongbuk,Yeongdeok-gun,Glass products
Gyeongbuk,Yeongyang-gun,Glass products
Gyeongbuk,Yeongju-si,Glass products
Gyeongbuk,Uiseong-gun,Glass products
Gyeongbuk,Cheongdo-gun,Glass products
Gyeongbuk,Cheongsong-gun,Glass products
Gwangju,Nam-gu,Glass products
Gwangju,Dong-gu,Glass products
Busan,Yeongdo-gu,Glass products
Ulsan,Dong-gu,Glass products
Incheon,Ongjin-gun,Glass products
Jeonnam,Gangjin-gun,Glass products
Jeonnam,Gurye-gun,Glass products
Jeonnam,Naju-si,Glass products
Jeonnam,Sinan-gun,Glass products
Jeonnam,Wando-gun,Glass products
Jeonnam,Jangheung-gun,Glass products
Jeonnam,Jindo-gun,Glass products
Jeonnam,Haenam-gun,Glass products
Jeonbuk,Gochang-gun,Glass products
Jeonbuk,Buan-gun,Glass products
Jeonbuk,Sunchang-gun,Glass products
Jeonbuk,Imsil-gun,Glass products
Jeonbuk,Jangsu-gun,Glass products
Jeonbuk,Jinan-gun,Glass products
Chungnam,Boryeong-si,Glass products
Chungnam,Cheongyang-gun,Glass products
Chungnam,Taean-gun,Glass products
Chungbuk,Danyang-gun,Glass products
Gyeonggi,Gwacheon-si,Beverages
Gyeonggi,Gwangmyeong-si,Beverages
Daegu,Nam-gu,Beverages
Daegu,Jung-gu,Beverages
Busan,Dong-gu,Beverages
Seoul,Dongjak-gu,Beverages
Seoul,Yongsan-gu,Beverages
Ulsan,Jung-gu,Beverages
Incheon,Dong-gu,Beverages
Incheon,Ongjin-gun,Beverages
Gangwon,Goseong-gun,Medicaments
Gangwon,Donghae-si,Medicaments
Gangwon,Sokcho-si,Medicaments
Gangwon,Yanggu-gun,Medicaments
Gangwon,Yangyang-gun,Medicaments
Gangwon,Inje-gun,Medicaments
Gangwon,Jeongseon-gun,Medicaments
Gangwon,Cheorwon-gun,Medicaments
Gangwon,Taebaek-si,Medicaments
Gangwon,Pyeongchang-gun,Medicaments
Gangwon,Hwacheon-gun,Medicaments
Gyeonggi,Gwacheon-si,Medicaments
Gyeonggi,Yangpyeong-gun,Medicaments
Gyeonggi,Yeoncheon-gun,Medicaments
Gyeongnam,Geoje-si,Medicaments
Gyeongnam,Geochang-gun,Medicaments
Gyeongnam,Goseong-gun,Medicaments
Gyeongnam,Sacheon-si,Medicaments
Gyeongnam,Tongyeong-si,Medicaments
Gyeongnam,Hadong-gun,Medicaments
Gyeongnam,Hamyang-gun,Medicaments
Gyeongnam,Hapcheon-gun,Medicaments
Gyeongbuk,Bonghwa-gun,Medicaments
Gyeongbuk,Yeongyang-gun,Medicaments
Gyeongbuk,Yeongju-si,Medicaments
Gyeongbuk,Yecheon-gun,Medicaments
Gyeongbuk,Ulleung-gun,Medicaments
Gyeongbuk,Uljin-gun,Medicaments
Gyeongbuk,Cheongdo-gun,Medicaments
Gyeongbuk,Cheongsong-gun,Medicaments
Gwangju,Seo-gu,Medicaments
Daegu,Nam-gu,Medicaments
Busan,Dong-gu,Medicaments
Busan,Jung-gu,Medicaments
Seoul,Gangbuk-gu,Medicaments
Seoul,Gwanak-gu,Medicaments
Seoul,Dobong-gu,Medicaments
Ulsan,Dong-gu,Medicaments
Ulsan,Buk-gu,Medicaments
Incheon,Jung-gu,Medicaments
Jeonnam,Gangjin-gun,Medicaments
Jeonnam,Goheung-gun,Medicaments
Jeonnam,Gwangyang-si,Medicaments
Jeonnam,Gurye-gun,Medicaments
Jeonnam,Sinan-gun,Medicaments
Jeonnam,Yeongam-gun,Medicaments
Jeonnam,Wando-gun,Medicaments
Jeonnam,Jindo-gun,Medicaments
Jeonnam,Hampyeong-gun,Medicaments
Jeonnam,Haenam-gun,Medicaments
Jeonbuk,Muju-gun,Medicaments
Jeonbuk,Buan-gun,Medicaments
Jeonbuk,Jangsu-gun,Medicaments
Chungnam,Gyeryong-si,Medicaments
Chungnam,Cheongyang-gun,Medicaments
Chungnam,Taean-gun,Medicaments
Chungbuk,Goesan-gun,Medicaments
Chungbuk,Yeongdong-gun,Medicaments
Gangwon,Cheorwon-gun,Printing and reproduction of recorded media
Incheon,Ongjin-gun,Printing and reproduction of recorded media
Jeonnam,Sinan-gun,Printing and reproduction of recorded media
Gangwon,Goseong-gun,General-purpose machinery and equipment
Gyeongnam,Namhae-gun,General-purpose machinery and equipment
Gyeongbuk,Yeongyang-gun,General-purpose machinery and equipment
Gyeongbuk,Uljin-gun,General-purpose machinery and equipment
Jeonnam,Gokseong-gun,General-purpose machinery and equipment
Jeonbuk,Imsil-gun,General-purpose machinery and equipment
Chungbuk,Danyang-gun,General-purpose machinery and equipment
Gangwon,Sokcho-si,Motor vehicles
Gangwon,Yanggu-gun,Motor vehicles
Gangwon,Inje-gun,Motor vehicles
Gangwon,Jeongseon-gun,Motor vehicles
Gangwon,Cheorwon-gun,Motor vehicles
Gangwon,Taebaek-si,Motor vehicles
Gangwon,Pyeongchang-gun,Motor vehicles
Gangwon,Hwacheon-gun,Motor vehicles
Gyeonggi,Dongducheon-si,Motor vehicles
Gyeongnam,Namhae-gun,Motor vehicles
Gyeongnam,Hadong-gun,Motor vehicles
Gyeongnam,Hapcheon-gun,Motor vehicles
Gyeongbuk,Yeongyang-gun,Motor vehicles
Gyeongbuk,Yecheon-gun,Motor vehicles
Gyeongbuk,Ulleung-gun,Motor vehicles
Gyeongbuk,Uljin-gun,Motor vehicles
Gyeongbuk,Uiseong-gun,Motor vehicles
Gyeongbuk,Cheongsong-gun,Motor vehicles
Incheon,Ongjin-gun,Motor vehicles
Jeonnam,Gangjin-gun,Motor vehicles
Jeonnam,Goheung-gun,Motor vehicles
Jeonnam,Gurye-gun,Motor vehicles
Jeonnam,Sinan-gun,Motor vehicles
Jeonnam,Wando-gun,Motor vehicles
Jeonnam,Jangheung-gun,Motor vehicles
Jeonnam,Jindo-gun,Motor vehicles
Jeonbuk,Muju-gun,Motor vehicles
Jeonbuk,Imsil-gun,Motor vehicles
Jeonbuk,Jangsu-gun,Motor vehicles
Jeonbuk,Jinan-gun,Motor vehicles
Chungbuk,Boeun-gun,Motor vehicles
Gyeonggi,Uijeongbu-si,"Crops, animals, and forest goods"
Daegu,Jung-gu,"Crops, animals, and forest goods"
Busan,Buk-gu,"Crops, animals, and forest goods"
Seoul,Gangbuk-gu,"Crops, animals, and forest goods"
Seoul,Dobong-gu,"Crops, animals, and forest goods"
Seoul,Seongbuk-gu,"Crops, animals, and forest goods"
Seoul,Yangcheon-gu,"Crops, animals, and forest goods"
Seoul,Jungnang-gu,"Crops, animals, and forest goods"
Ulsan,Dong-gu,"Crops, animals, and forest goods"
Gyeongbuk,Yeongyang-gun,"Leasing or rental services concerning equipment, goods and intellectual property rights"
Gyeongnam,Namhae-gun,Electrical equipment
Gyeongbuk,Yeongyang-gun,Electrical equipment
Gyeongbuk,Cheongsong-gun,Electrical equipment
Jeonnam,Sinan-gun,Electrical equipment
Jeonbuk,Sunchang-gun,Electrical equipment
Gangwon,Goseong-gun,Electronic signal equipment and other electronic components
Gangwon,Donghae-si,Electronic signal equipment and other electronic components
Gangwon,Samcheok-si,Electronic signal equipment and other electronic components
Gangwon,Sokcho-si,Electronic signal equipment and other electronic components
Gangwon,Yanggu-gun,Electronic signal equipment and other electronic components
Gangwon,Yangyang-gun,Electronic signal equipment and other electronic components
Gangwon,Inje-gun,Electronic signal equipment and other electronic components
Gangwon,Jeongseon-gun,Electronic signal equipment and other electronic components
Gangwon,Taebaek-si,Electronic signal equipment and other electronic components
Gangwon,Pyeongchang-gun,Electronic signal equipment and other electronic components
Gangwon,Hwacheon-gun,Electronic signal equipment and other electronic components
Gyeonggi,Dongducheon-si,Electronic signal equipment and other electronic components
Gyeongnam,Namhae-gun,Electronic signal equipment and other electronic components
Gyeongnam,Sancheong-gun,Electronic signal equipment and other electronic components
Gyeongnam,Uiryeong-gun,Electronic signal equipment and other electronic components
Gyeongnam,Changnyeong-gun,Electronic signal equipment and other electronic components
Gyeongnam,Hadong-gun,Electronic signal equipment and other electronic components
Gyeongnam,Hamyang-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Gunwi-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Bonghwa-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Andong-si,Electronic signal equipment and other electronic components
Gyeongbuk,Yeongdeok-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Yeongyang-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Yeongju-si,Electronic signal equipment and other electronic components
Gyeongbuk,Ulleung-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Uljin-gun,Electronic signal equipment and other electronic components
Gyeongbuk,Cheongsong-gun,Electronic signal equipment and other electronic components
Incheon,Ongjin-gun,Electronic signal equipment and other electronic components
Jeonnam,Gangjin-gun,Electronic signal equipment and other electronic components
Jeonnam,Goheung-gun,Electronic signal equipment and other electronic components
Jeonnam,Gokseong-gun,Electronic signal equipment and other electronic components
Jeonnam,Gurye-gun,Electronic signal equipment and other electronic components
Jeonnam,Muan-gun,Electronic signal equipment and other electronic components
Jeonnam,Boseong-gun,Electronic signal equipment and other electronic components
Jeonnam,Sinan-gun,Electronic signal equipment and other electronic components
Jeonnam,Jangheung-gun,Electronic signal equipment and other electronic components
Jeonnam,Jindo-gun,Electronic signal equipment and other electronic components
Jeonnam,Haenam-gun,Electronic signal equipment and other electronic components
Jeonbuk,Muju-gun,Electronic signal equipment and other electronic components
Jeonbuk,Buan-gun,Electronic signal equipment and other electronic components
Jeonbuk,Sunchang-gun,Electronic signal equipment and other electronic components
Jeonbuk,Imsil-gun,Electronic signal equipment and other electronic components
Jeonbuk,Jangsu-gun,Electronic signal equipment and other electronic components
Jeonbuk,Jinan-gun,Electronic signal equipment and other electronic components
